Age,Experience,Income,Family,CCAvg,Education,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard
25,-1,109,4,2.3,3,314,0,0,0,1,0
30,6,141,2,4.33,1,0,0,0,0,0,0
40,14,81,3,0.1,1,0,0,0,0,1,0
63,38,54,3,2.4,1,90,0,0,0,0,1
35,10,164,2,7.8,1,0,0,0,0,1,0
43,19,28,4,0.3,1,87,0,0,0,0,0
27,2,68,3,2.6,3,203,0,1,0,0,0
44,14,44,3,2,3,180,0,1,1,1,1
49,23,61,1,1.4,3,0,0,0,0,1,1
61,36,35,3,1.3,2,0,0,0,0,0,1
60,34,54,3,0.3,2,0,0,0,0,1,1
59,34,14,1,0.1,1,0,0,0,0,1,1
28,3,52,4,2.2,1,230,0,0,0,1,0
52,28,101,2,0.3,1,0,0,0,0,0,0
28,2,149,2,7.2,1,0,0,0,0,1,0
34,8,35,4,0.8,1,137,0,0,1,1,1
60,34,21,3,0.3,3,129,0,0,0,1,0
39,15,118,2,1.9,1,0,0,0,0,0,1
30,5,38,4,2,2,0,0,1,0,0,0
49,25,24,4,0.2,1,138,0,0,0,1,0
43,18,59,1,3.7,3,0,0,0,0,1,0
63,33,41,4,1.67,3,0,0,0,0,1,0
28,3,85,1,0.8,2,0,0,0,0,1,1
51,27,12,4,1,1,0,0,0,0,1,0
33,7,32,1,0.6,3,152,0,0,0,0,0
55,29,79,3,0.8,1,0,0,0,0,1,0
53,28,175,3,3.6,3,0,1,0,1,1,1
34,8,28,3,0.9,1,0,0,0,0,0,0
34,9,41,2,0.1,1,161,0,0,0,1,1
40,14,70,3,2.1,1,185,0,0,0,0,0
49,25,161,3,6.5,2,485,1,1,1,0,0
35,9,53,4,2.2,2,0,0,0,0,1,0
39,15,128,1,3.4,1,0,0,0,0,0,0
55,28,50,3,1,2,0,0,0,0,1,1
29,5,80,2,2,2,0,0,0,0,1,1
54,30,93,1,2.7,2,0,0,0,0,1,0
25,-1,48,3,0.3,3,0,0,0,0,0,1
52,28,149,2,6.8,1,0,0,0,0,1,0
46,19,49,3,2.5,2,0,0,0,0,1,1
57,33,88,1,2.7,2,0,0,0,0,1,0
52,22,22,4,0.4,3,0,0,0,0,1,1
28,3,55,4,2.2,1,0,0,0,0,1,1
44,18,72,1,0.7,3,155,0,0,0,0,0
24,-1,38,2,1.7,2,0,0,0,0,1,0
40,16,114,1,3.4,1,300,0,0,0,1,0
34,4,83,4,4,3,0,0,0,0,1,0
39,14,101,2,0.4,1,0,0,0,0,1,1
50,24,94,1,4.9,1,272,0,0,0,1,0
41,17,40,2,2.5,1,0,0,0,1,1,1
31,7,128,1,6,1,0,0,0,0,0,0
29,3,39,4,2.1,3,0,0,0,0,1,0
30,5,51,1,1,1,0,0,0,0,1,0
44,20,79,4,2,3,0,0,1,1,1,1
33,7,48,4,2.2,2,0,0,0,0,1,0
50,26,85,1,0,1,144,0,0,0,0,0
42,18,41,1,1.8,1,94,0,0,0,1,0
48,22,152,1,3.5,3,0,1,0,0,1,0
24,-2,125,2,7.2,1,0,0,1,0,0,1
56,31,11,2,0.2,3,90,0,0,0,0,0
28,4,103,2,2.5,1,0,0,0,0,1,1
56,30,141,2,0.5,1,0,0,0,0,1,0
58,32,38,1,1.4,1,0,0,0,0,1,1
29,5,135,2,0.6,1,0,0,0,0,0,0
63,38,28,2,0.5,2,89,0,0,0,1,0
28,3,70,4,2.2,1,240,0,0,0,0,1
57,31,41,1,0.2,1,0,0,0,0,1,1
34,8,81,3,0.9,2,208,0,0,0,1,0
28,3,170,1,0.1,3,0,1,0,0,0,0
27,2,55,4,1.7,2,0,0,0,0,1,0
37,11,24,4,1.5,3,0,0,0,0,0,0
52,28,81,3,1.8,2,275,0,0,0,0,0
49,23,32,4,1.8,1,83,0,0,0,0,0
65,40,129,1,1.3,1,0,0,0,0,1,1
60,35,108,1,0.9,1,0,0,1,0,0,0
37,12,180,1,8.6,1,0,0,0,0,1,1
63,37,139,2,6.9,1,0,0,0,0,0,0
40,14,33,2,1.4,3,0,0,0,0,1,1
46,20,74,4,2.6,3,0,0,0,0,1,0
63,37,42,2,0.7,3,115,0,0,0,1,0
57,27,73,1,3,3,0,0,0,0,0,0
33,8,115,4,2.9,2,0,1,0,0,1,0
41,17,114,2,1.8,2,0,0,0,0,1,0
41,17,92,2,1.9,1,131,0,0,0,1,0
44,19,34,1,0.3,3,78,0,0,0,1,0
33,6,54,2,1.67,2,122,0,0,0,1,0
52,28,64,2,1,3,211,0,0,0,1,0
30,6,42,1,0.2,3,100,0,0,0,0,1
45,19,70,3,2.1,1,0,0,0,0,1,0
49,24,51,1,1.3,2,0,0,0,0,0,0
45,19,71,4,2.9,1,218,0,0,1,1,1
32,7,35,3,1.3,1,108,0,0,0,0,1
45,18,40,3,1,2,0,0,0,0,1,0
57,32,165,4,2.7,3,0,1,0,0,1,0
61,31,18,1,1.5,3,0,0,0,0,1,1
57,31,32,3,1.4,1,0,0,1,1,1,1
60,35,35,3,0.2,1,169,0,0,0,1,0
40,16,120,2,6.1,1,196,0,0,0,1,0
53,28,31,4,0.1,3,0,0,0,0,1,0
42,16,35,3,1.5,1,0,0,0,0,0,0
62,36,32,2,0.2,3,0,0,0,0,1,1
43,18,85,1,3.7,3,327,0,1,0,1,0
35,10,139,2,7.8,1,0,0,0,0,0,0
50,24,103,1,0.3,1,0,0,0,0,1,0
45,21,152,2,1.4,1,0,0,0,0,1,0
52,27,33,2,2,2,0,0,0,0,1,0
35,9,84,4,2.2,2,322,0,0,0,0,0
58,33,61,4,1.7,1,0,0,0,0,0,0
62,38,64,4,2.2,1,123,0,1,1,1,1
50,25,34,1,1.3,2,0,0,0,0,1,0
25,-1,82,4,2.1,3,0,0,0,0,1,0
47,22,122,1,5.1,3,163,1,1,0,0,0
28,4,58,3,1.5,1,131,0,0,0,0,0
34,9,92,1,2.8,1,0,0,0,0,1,0
49,23,78,2,2.4,2,205,0,0,0,0,1
54,29,129,4,4.2,3,0,1,0,0,0,0
50,25,13,2,0.7,3,0,0,0,0,0,0
37,11,81,1,2.8,3,145,0,0,0,0,0
38,8,23,1,0.67,3,0,0,0,0,0,0
52,26,35,3,0.9,3,0,0,0,0,0,0
63,39,79,4,1.7,2,0,0,0,0,1,1
39,14,165,2,3.3,1,0,0,0,0,1,0
63,38,52,2,2.8,1,0,0,0,0,1,0
65,41,185,3,2,2,0,1,0,0,0,0
46,20,49,3,2.2,2,0,0,0,0,0,0
54,30,64,1,1.8,3,227,0,0,0,0,1
54,24,61,4,2,3,0,0,1,0,1,0
52,26,112,1,2.4,1,0,0,1,1,1,1
63,39,72,3,2,3,190,0,1,0,1,0
66,41,18,3,0.5,1,0,0,0,0,0,0
56,29,41,4,2.5,2,0,0,0,0,0,0
23,-1,61,4,2.6,1,239,0,0,0,1,0
65,41,105,1,3,2,282,1,1,1,1,0
51,27,23,1,0.2,1,0,0,0,0,1,0
34,10,22,1,0.5,3,85,0,0,0,0,0
49,23,59,3,2.1,1,0,0,0,0,0,0
29,2,33,1,2,2,160,0,0,0,0,0
47,23,11,1,0.9,3,103,0,0,0,0,1
46,21,204,2,2.8,1,0,0,0,0,1,0
52,27,61,4,1.8,3,207,0,0,0,0,0
55,31,103,3,1.8,2,364,0,0,0,0,0
61,36,51,3,1.5,1,0,0,0,0,0,1
34,9,164,1,6,3,0,1,0,0,1,0
58,34,12,1,0.1,2,0,0,0,0,0,1
40,16,82,1,3.6,2,0,0,0,0,0,0
43,17,164,1,2.4,1,449,0,0,0,1,0
35,8,48,2,1.67,2,0,0,0,0,1,0
24,-1,38,4,0.6,2,0,0,0,0,1,0
48,22,65,2,1.5,2,0,0,0,0,1,0
44,20,71,4,1.9,1,207,0,0,0,1,0
54,30,18,1,0.3,1,0,0,1,1,1,0
59,34,52,2,1.6,3,75,0,0,0,1,0
45,18,48,3,2.5,2,113,0,0,0,1,1
26,2,30,1,1,3,111,0,0,0,0,0
40,15,40,2,2.2,3,107,0,0,0,1,0
32,7,112,1,3.8,1,81,0,0,0,1,0
29,4,115,1,1.9,1,0,0,0,0,0,0
51,27,63,2,1,3,82,0,0,0,1,0
42,17,85,1,3.7,3,0,0,0,0,1,0
64,38,59,1,2.5,3,220,0,0,0,0,0
44,20,68,1,0.8,3,91,0,0,0,0,0
37,11,84,2,1.8,1,0,0,0,0,1,1
44,19,62,3,0.8,3,0,0,0,0,0,1
35,9,109,3,4,1,0,1,0,0,0,0
41,17,141,2,7.6,1,92,0,0,0,0,0
56,32,129,1,7.4,1,0,0,0,0,0,0
62,36,30,3,0.7,2,0,0,0,0,1,0
58,34,148,1,4.7,1,0,0,0,0,1,0
47,20,25,3,0.67,2,0,0,0,0,1,1
35,10,21,3,1.3,1,115,0,0,0,0,0
29,4,72,4,2.2,1,0,0,0,0,1,0
43,17,59,3,0.9,3,87,0,0,0,1,1
62,37,83,3,1.8,2,187,0,1,0,0,0
41,16,10,2,0.3,2,0,0,0,0,1,0
34,9,84,3,0.6,2,0,0,0,0,1,0
50,23,98,3,2,2,0,0,0,0,0,0
47,23,32,1,1,1,0,0,1,1,1,1
29,5,31,4,0.4,2,161,0,0,0,1,1
59,34,94,3,0.5,1,0,0,0,0,0,1
56,31,21,2,0.2,3,137,0,0,1,1,1
61,35,110,3,4.4,1,0,0,1,0,1,0
58,32,38,1,2.2,3,0,0,0,0,0,0
49,24,39,1,1.4,3,0,0,0,0,1,0
45,21,132,3,1.2,2,0,1,0,1,1,1
50,24,61,4,2.6,1,0,0,0,0,1,0
64,38,92,1,2,1,0,0,0,0,1,0
39,15,119,2,6.1,1,0,0,0,0,0,0
58,33,53,4,2.1,1,0,0,0,0,1,0
62,37,18,3,1.3,2,0,0,0,0,1,0
45,20,114,2,4.4,2,0,1,0,0,0,0
58,28,90,1,3,3,0,0,0,0,0,1
43,18,140,1,7,1,205,0,0,0,1,0
28,3,90,2,3.3,1,0,0,0,0,1,1
26,1,85,1,1.9,1,0,0,0,0,1,0
49,24,80,1,1.2,1,0,0,0,0,1,0
66,42,53,2,1.1,1,0,0,0,0,1,1
33,7,49,4,2.2,2,0,0,0,0,1,0
61,35,152,3,3.3,3,0,1,0,0,1,0
64,37,138,2,2.8,2,0,1,0,0,1,0
36,10,80,4,2.2,2,0,0,0,0,1,0
49,23,82,2,2.4,2,0,0,0,0,0,0
52,27,195,1,8.1,1,0,0,0,0,0,0
61,37,22,1,1.2,3,0,0,0,0,1,0
32,6,81,1,2.5,1,0,0,0,0,1,0
61,37,40,4,2.2,1,0,0,1,1,1,1
45,20,154,2,2.8,1,0,0,1,0,1,0
30,4,49,3,1.1,2,0,0,0,0,0,1
62,37,85,4,3.4,2,0,0,0,0,1,0
57,32,21,3,0.1,2,0,0,1,1,1,0
41,17,14,1,1,1,0,0,0,0,0,0
58,34,60,4,1.6,2,0,0,0,0,0,1
29,5,138,2,4.33,1,0,0,0,0,1,0
53,28,98,1,1.3,3,355,0,0,0,1,0
64,39,22,4,0.6,2,0,0,0,0,0,0
49,23,49,1,1.2,2,0,0,0,0,1,1
38,14,102,2,1.9,1,0,0,0,1,1,1
56,30,45,4,0.7,2,0,0,0,0,0,1
56,31,82,4,1.3,3,0,0,0,0,1,0
52,28,81,3,1.8,2,0,0,1,0,0,0
64,39,35,1,1.5,2,0,0,1,0,0,0
53,28,59,2,1.9,2,0,0,0,0,1,0
29,3,52,3,1.1,2,0,0,0,0,1,0
48,24,84,3,0.7,1,166,0,0,0,1,0
32,6,85,1,2.7,2,100,0,0,0,1,0
54,28,65,1,0.2,1,0,0,0,0,0,1
37,13,89,2,1.7,2,314,0,0,0,0,1
47,21,109,4,1.8,1,0,1,0,0,0,0
37,12,81,1,2.8,1,0,0,0,0,0,0
64,39,38,1,1.1,3,108,0,0,0,0,0
43,19,72,2,1.7,1,0,0,0,0,1,0
33,6,78,4,2,2,119,0,1,0,1,0
26,2,172,2,6.9,2,0,1,0,0,1,0
42,18,71,3,2.33,1,106,0,1,0,1,0
54,28,165,1,4.1,3,0,1,0,1,1,1
41,16,120,2,3.9,1,0,0,0,0,1,1
55,29,39,1,0.2,1,0,0,0,0,0,1
65,39,23,3,0.7,2,0,0,0,0,0,1
50,26,135,2,4.6,3,91,1,0,0,1,0
55,31,12,2,0.2,1,76,0,0,0,1,1
62,36,92,2,0.7,2,0,0,0,0,1,0
53,28,192,2,6.4,3,0,1,0,0,0,0
32,7,42,4,0.8,1,0,0,0,0,1,1
56,32,158,3,3.7,3,0,1,0,0,1,0
54,30,194,3,6,3,587,1,1,1,1,1
44,20,160,2,7.6,1,0,0,1,0,0,0
48,22,98,2,6.3,1,0,0,0,0,0,0
46,22,164,2,7.6,1,0,0,0,1,1,1
45,21,42,2,2.5,1,0,0,1,0,1,0
45,15,202,3,10,3,0,1,0,0,0,0
58,34,10,4,0.7,1,0,0,0,0,0,0
29,3,31,4,0.3,2,0,0,0,0,1,0
55,30,58,4,0.9,1,0,0,0,0,1,1
55,29,65,4,2.8,2,0,0,0,0,1,0
41,16,98,1,4,3,0,0,0,0,0,1
24,-2,150,2,2,1,0,0,0,0,1,0
54,29,44,2,2.3,3,0,0,0,0,1,0
57,32,15,2,0.2,3,0,0,0,0,0,1
30,6,82,2,2.5,1,0,0,0,0,0,0
42,17,61,3,0.5,3,0,0,0,0,1,0
29,2,38,1,2,2,0,0,0,0,0,0
29,3,39,4,2.1,3,0,0,0,0,1,0
31,7,173,1,6,1,0,0,0,0,1,0
47,23,8,4,0.2,1,0,0,0,0,1,0
36,12,51,3,2,1,214,0,0,0,1,0
52,27,62,4,1.8,3,82,0,0,0,0,0
54,28,34,4,0.7,2,0,0,0,0,1,0
55,29,132,3,5.9,2,307,1,0,0,0,0
53,27,44,4,1.5,3,0,0,0,0,0,0
52,27,162,1,8.1,1,0,0,0,0,1,0
64,39,64,3,2.2,1,0,0,0,0,1,0
54,29,111,1,0.1,3,0,0,0,0,0,1
32,6,41,2,2,3,0,0,0,0,0,0
63,33,52,4,1.67,3,0,0,0,0,0,0
36,10,65,4,2.2,2,0,0,0,0,0,0
50,25,130,1,1.1,2,0,1,0,0,1,0
33,8,45,2,0.1,1,0,0,0,0,0,1
62,38,35,1,1.9,2,118,0,0,0,0,0
49,23,65,3,0.7,2,263,0,0,0,1,1
41,15,38,2,0.7,1,91,0,0,0,1,0
51,27,42,4,1.1,2,0,0,0,0,1,1
56,30,45,4,1.5,3,0,0,0,0,0,0
51,25,145,1,0.3,1,0,0,0,0,1,0
39,13,33,4,1.5,3,0,0,0,0,0,0
61,35,60,3,1.4,3,0,0,0,0,0,0
35,9,45,1,2,1,0,0,0,0,1,1
39,15,72,4,2.4,1,0,0,1,0,1,0
37,11,34,3,0.2,2,0,0,0,0,0,0
48,21,23,3,0.67,2,0,0,0,0,1,0
63,37,45,2,1,3,88,0,0,0,1,1
35,9,28,4,1,1,75,0,0,0,1,0
55,30,81,4,3.8,2,0,0,0,0,1,0
29,5,72,3,0.7,2,81,0,0,0,0,0
61,31,49,4,1.67,3,0,0,0,0,1,0
36,10,31,4,1.2,2,0,0,0,0,0,0
61,35,63,3,2.2,3,0,0,0,0,0,0
36,12,150,4,5.4,1,0,1,1,1,1,0
58,33,142,2,3.9,1,193,0,0,0,1,1
42,17,74,3,3,1,0,0,0,0,0,1
30,4,24,1,0.4,2,81,0,0,0,1,0
45,20,29,4,1.9,3,0,0,0,0,0,0
39,15,79,4,2.4,1,0,0,0,0,0,0
27,3,94,2,0.2,1,310,0,0,0,0,1
57,33,121,1,4.3,1,0,0,1,0,0,0
34,10,54,3,2,1,0,0,0,0,0,0
64,39,73,3,2.4,1,0,0,0,0,1,0
47,23,71,1,0.8,3,127,0,0,0,1,0
44,17,29,3,1,2,0,0,0,0,1,1
51,27,93,1,2.7,1,0,0,0,0,1,0
40,14,73,1,1.5,3,252,0,0,0,1,0
57,32,19,4,0.9,2,0,0,0,0,1,0
33,8,58,2,0.1,1,0,0,1,1,1,1
46,20,39,1,0.2,1,0,0,0,0,0,0
41,16,23,2,1.4,2,0,0,1,0,1,0
33,7,29,1,0.6,3,127,0,0,0,0,1
27,2,155,1,0.8,1,0,0,0,0,0,0
52,28,90,1,2.6,2,0,0,1,0,1,0
59,33,113,2,2,1,77,0,0,0,1,0
62,38,42,1,1.8,3,0,0,0,0,0,0
49,25,30,4,0.2,1,0,0,0,1,1,1
45,19,19,3,0.5,2,0,0,0,0,1,0
63,37,124,3,5,2,170,1,0,0,0,0
57,31,30,2,0.7,2,145,0,0,0,0,0
60,30,28,1,1.5,3,124,0,1,0,1,0
50,23,15,2,1,2,101,0,0,0,0,0
54,30,70,1,1.6,3,265,0,0,0,0,0
28,2,10,1,0.1,2,0,0,0,0,1,0
60,34,22,3,0.3,3,139,0,0,0,1,1
44,20,70,4,1.9,1,0,0,0,0,1,0
61,35,61,1,1.6,1,0,0,0,0,0,0
40,15,161,2,3.3,1,0,0,1,0,0,1
54,30,29,2,0.8,1,0,0,0,0,0,1
43,19,35,3,0.5,1,0,0,0,0,1,0
54,28,48,4,2.8,2,0,0,0,0,1,0
32,7,44,4,0.8,1,0,0,0,0,1,0
24,0,88,3,0.8,1,134,0,0,0,0,0
30,4,40,4,2.1,3,0,0,0,0,1,1
61,36,21,4,0.4,2,123,0,0,0,0,0
40,14,58,2,2.8,1,0,0,0,0,1,0
35,11,59,4,0.1,2,0,0,0,0,0,0
33,3,74,4,4,3,0,0,0,0,0,0
63,37,84,4,1.9,2,0,0,0,0,1,0
57,31,58,1,0.2,1,177,0,0,0,1,0
44,19,154,2,8.8,1,0,0,0,0,1,0
51,25,185,1,1.7,1,0,0,0,0,0,0
51,26,78,1,1.2,1,305,0,0,0,1,0
38,13,55,2,1.1,2,0,0,0,0,1,0
31,5,30,4,0.3,2,0,0,0,0,1,0
54,29,74,3,2,2,0,0,0,0,0,0
41,16,118,2,3.3,1,0,0,0,0,1,0
57,33,182,2,3.3,3,372,1,0,0,0,0
24,-2,82,2,1.6,3,0,0,0,0,1,1
55,29,29,4,1.5,3,79,0,0,0,1,0
32,6,120,4,5.4,1,301,1,0,1,1,1
38,12,53,2,2.4,2,0,0,0,0,1,0
58,32,43,3,1.4,1,0,0,0,0,0,1
29,4,59,4,2.2,1,232,0,0,0,1,1
43,17,84,4,2.6,3,289,0,1,1,1,1
50,24,161,3,3.4,1,212,1,0,0,1,0
62,37,21,4,0.4,2,137,0,0,0,1,1
57,32,63,4,0.7,1,0,0,0,0,1,0
30,3,172,3,3.4,2,0,1,0,0,0,1
30,4,51,4,0.2,1,172,0,0,0,0,1
57,33,24,4,0.7,1,0,0,0,0,1,0
57,33,95,2,1.6,1,0,0,0,0,0,0
43,18,59,1,2.4,1,250,0,0,0,1,0
28,2,51,4,1.8,2,0,0,1,0,0,0
46,22,28,1,1,1,84,0,0,0,1,1
29,3,154,2,2,1,130,0,0,0,0,0
64,40,15,2,0.3,3,115,0,0,0,1,1
66,36,55,4,1.67,3,0,0,0,0,0,1
23,-1,149,1,6.33,1,305,0,0,0,0,1
60,36,79,1,1.8,3,0,0,0,0,0,1
47,21,68,4,2.6,3,0,0,0,0,0,0
35,10,78,1,2.6,2,0,0,0,0,1,0
57,32,34,2,2,2,0,0,1,0,0,0
65,41,195,3,0.4,1,0,1,1,1,0,1
53,28,184,1,8.1,1,303,0,0,0,1,0
44,20,85,2,3.2,1,0,0,0,0,1,0
45,20,200,2,8.8,1,0,0,0,0,1,1
41,16,64,3,0.5,3,0,0,0,0,0,0
51,27,88,1,2.6,2,0,0,1,0,0,1
27,1,42,3,2.4,2,0,0,0,0,0,0
31,5,91,3,1.6,1,126,0,0,0,1,1
32,6,38,1,0.3,1,0,0,1,1,1,0
55,30,28,1,1.5,2,0,0,0,0,0,0
55,30,32,4,0.1,3,0,0,1,0,0,0
42,18,31,1,0.3,3,0,0,0,0,0,1
33,9,22,4,0.4,2,103,0,0,0,1,0
65,40,95,3,3.7,2,138,1,0,0,0,1
35,10,74,4,1.3,1,0,0,0,0,1,0
55,30,22,1,1.5,2,91,0,0,0,0,1
28,4,43,3,0.1,2,0,0,0,0,1,0
27,3,43,1,1,3,0,0,0,0,1,0
51,27,112,3,1.8,2,0,0,1,1,1,1
50,23,9,2,1,2,0,0,0,0,1,0
58,33,81,2,0,3,0,0,0,0,1,0
46,20,131,1,5.7,1,256,0,0,0,0,1
62,32,19,1,1.5,3,0,0,1,0,0,0
38,13,62,3,0.7,2,0,0,1,0,1,0
62,37,19,4,0.4,2,124,0,1,0,0,0
56,32,8,2,0.3,1,0,0,0,0,1,1
61,36,193,1,4.7,3,203,1,0,0,1,0
38,13,129,4,4.4,1,140,1,0,0,0,0
55,29,30,4,0.7,2,0,0,0,0,0,1
30,4,80,4,1.8,2,0,0,0,0,0,0
41,15,22,4,1.5,3,0,0,0,0,0,1
57,32,33,1,1.5,2,0,0,0,0,1,0
36,11,64,4,2.1,3,0,0,0,0,0,0
55,29,60,3,2.2,3,84,0,0,0,1,0
30,4,81,1,2.9,3,259,0,0,0,1,1
40,16,45,3,0.6,2,204,0,0,0,1,0
32,6,112,4,1.8,2,0,0,0,0,1,0
59,34,83,2,3.4,3,0,1,0,0,1,0
44,20,180,2,7.6,1,524,0,0,0,0,1
51,26,28,4,0.2,2,0,0,1,0,1,0
37,12,169,2,5.2,3,249,1,0,0,1,0
59,35,14,4,0.7,1,0,0,0,0,1,0
37,11,43,1,2,1,0,0,0,0,1,0
56,32,88,2,0.3,1,0,0,0,0,1,0
55,29,78,4,2.6,3,0,0,0,0,0,1
49,24,68,1,0.2,2,163,0,0,0,0,0
46,22,144,2,3.3,1,0,0,0,0,1,1
35,9,30,4,1,1,163,0,0,0,1,0
47,21,120,1,0,1,135,0,0,0,0,0
39,14,24,2,0.3,2,0,0,0,0,0,0
27,1,78,4,2.3,3,157,0,1,0,1,0
62,36,135,2,5.2,2,0,1,0,0,1,0
57,32,44,2,1.6,3,0,0,0,0,0,0
55,30,73,4,3.8,2,0,0,0,0,1,0
55,31,90,1,2.7,2,0,0,0,0,1,1
41,15,58,3,0.5,3,0,0,0,0,1,0
57,32,75,2,3.7,1,236,0,0,0,1,0
43,19,174,3,1.7,3,231,1,0,1,1,1
40,16,50,2,1.7,1,174,0,0,0,0,0
43,18,85,1,4,3,287,0,0,0,1,0
63,38,54,3,2.2,1,0,0,0,0,1,0
63,38,83,2,3.4,1,0,1,0,0,0,0
54,30,24,4,0.2,1,0,0,1,0,0,0
54,30,45,4,1.1,2,205,0,0,0,1,0
52,26,68,1,0.8,3,0,0,0,0,1,1
50,26,48,4,0.1,3,0,0,0,0,0,1
38,13,114,1,1,3,0,0,0,0,1,1
36,12,142,3,2.3,2,0,1,0,1,1,1
58,33,52,3,0.5,2,0,0,0,0,0,1
46,22,142,2,3.3,1,0,0,0,0,0,0
50,25,15,1,0.4,3,0,0,0,0,0,0
46,22,118,1,4.7,1,159,0,0,0,0,1
53,27,101,4,4.9,1,0,0,0,0,1,0
62,36,84,2,2.8,1,0,0,0,0,1,0
63,39,32,1,1.9,2,100,0,0,0,0,0
42,16,64,3,0.5,3,247,0,0,0,0,0
34,10,81,4,3.4,1,0,0,0,0,1,0
40,14,28,4,1.5,3,0,0,0,0,0,1
34,9,93,1,0,1,0,0,0,0,1,0
41,15,185,1,3.6,2,0,1,0,0,0,0
32,8,42,1,1.8,2,0,0,0,0,0,0
28,3,45,2,1.6,3,0,0,0,0,1,1
33,6,49,2,1.67,2,214,0,0,0,0,0
46,20,69,3,2.1,1,0,0,0,0,0,0
52,27,94,1,2.8,2,333,0,0,0,1,0
60,35,18,1,1.5,2,0,0,0,0,1,1
59,35,8,4,0.7,1,91,0,1,0,0,0
57,32,55,4,2.1,1,108,0,0,0,1,0
46,20,85,2,0.4,3,0,0,0,0,0,0
25,1,62,4,0,1,229,0,0,0,1,0
53,23,65,4,2,3,0,0,0,0,1,0
38,12,138,2,0,1,0,0,1,0,1,0
63,38,103,1,2.5,1,0,0,0,0,1,0
44,19,99,3,3.5,3,357,1,0,0,0,0
50,24,152,1,7.3,1,0,0,0,0,1,0
28,3,25,2,0.9,3,140,0,0,0,1,0
27,3,98,2,2.5,1,361,0,1,1,1,1
52,27,39,2,0.7,2,166,0,0,0,1,0
50,25,40,1,1.3,2,0,0,0,0,1,1
39,13,58,3,2.1,1,169,0,0,0,1,0
50,26,192,2,1.8,3,301,1,0,1,1,1
60,34,62,1,0.8,2,0,0,0,0,0,0
30,5,69,1,0.8,2,0,0,1,0,1,0
31,5,40,4,1.3,3,170,0,0,0,0,0
39,15,61,2,0.6,3,127,0,0,0,0,0
29,3,30,4,0.3,2,157,0,0,0,0,0
54,29,29,1,1.5,2,97,0,0,0,1,0
35,8,41,2,1,2,0,0,0,0,1,1
27,3,118,1,3.3,2,0,1,0,0,1,0
45,20,109,1,7,1,366,0,0,0,1,0
58,33,122,4,0.2,2,0,1,0,1,1,0
62,37,50,3,1.5,1,169,0,0,0,1,0
28,4,43,3,0.1,2,0,0,0,0,1,0
32,7,108,1,4.6,1,0,0,1,0,0,0
29,4,110,4,2.5,3,0,1,0,0,0,0
41,17,20,1,1.4,3,0,0,0,0,1,0
61,35,112,4,1.7,3,0,0,0,0,0,1
56,32,25,1,0.1,2,136,0,0,0,1,0
37,12,42,3,0.7,2,0,0,0,0,1,1
60,34,29,2,0.3,1,0,0,0,0,1,0
49,23,84,3,2.1,1,134,0,1,0,1,0
43,17,81,4,2.6,3,0,0,1,0,1,0
53,28,55,4,0.9,1,119,0,0,0,1,1
35,11,40,1,2.4,2,0,0,1,0,1,0
56,30,145,4,5.7,2,0,1,0,1,1,1
41,16,175,2,1.1,3,0,1,0,0,1,0
36,6,78,4,1.8,3,163,0,0,0,0,0
56,32,51,4,1.5,1,0,0,0,0,0,0
64,34,50,4,1.67,3,0,0,0,0,1,0
51,27,21,3,0.4,1,0,0,0,0,1,0
49,24,79,1,0.2,2,83,0,0,0,1,1
43,18,84,1,4,3,0,0,0,0,0,0
51,26,34,4,0.4,2,0,0,0,0,0,0
55,31,73,4,1.6,2,0,0,0,0,0,0
62,37,90,3,0.5,1,0,0,0,0,1,0
35,10,23,4,0.2,3,0,0,0,0,1,0
53,27,145,2,6.1,3,294,1,0,1,1,1
33,7,54,4,0.2,1,141,0,1,0,0,0
43,17,49,3,2.2,2,103,0,0,0,1,1
58,32,51,1,2.8,2,0,0,0,0,1,0
63,38,8,4,0.6,2,0,0,0,0,1,0
31,6,62,1,1,1,0,0,1,0,1,0
36,6,25,1,0.67,3,0,0,0,0,1,0
30,0,63,2,1.75,3,0,0,0,0,1,0
59,34,24,2,0.2,3,86,0,0,0,1,0
28,2,11,1,0.1,2,0,0,0,0,1,1
59,34,23,1,0.1,1,0,0,0,0,0,1
47,22,33,1,1.4,3,0,0,0,0,1,0
47,21,83,1,3.8,1,97,1,0,0,0,0
56,30,39,3,1.4,1,131,0,0,0,0,1
41,17,138,3,6.9,2,0,1,0,0,1,0
25,1,113,3,2.5,1,0,0,0,0,0,1
30,5,125,4,0.5,3,0,1,0,1,1,0
50,24,195,1,1.7,1,0,0,0,0,0,0
34,9,105,3,1.2,3,0,0,1,0,0,0
44,18,75,2,3.5,1,0,1,0,0,1,0
36,9,40,2,1,2,0,0,0,0,1,0
39,14,61,3,0.5,3,137,0,0,0,1,0
54,24,75,2,4.5,3,0,0,0,0,0,0
33,8,122,1,0,1,0,0,0,0,1,1
39,14,75,3,3,1,0,0,0,0,0,1
41,15,59,4,0.2,3,0,0,0,0,0,0
40,13,24,3,1,2,0,0,0,0,1,0
29,3,175,3,3.3,3,329,1,0,0,1,0
51,27,39,2,0.8,1,182,0,0,0,0,1
54,30,145,2,6.8,1,0,0,1,0,0,0
47,22,24,4,0.4,2,142,0,0,0,1,0
