기준_날짜,기준_시간,시작_대여소,종료_대여소,전체건수,전체_이용_분,전체_이용_거리
20220731,235,ST-2309,ST-1379,1,10,1090
20220731,235,ST-2987,ST-2987,1,11,930
20220731,235,ST-1405,ST-2657,1,3,1320
20220731,235,ST-1095,ST-1266,1,12,1786
20220731,235,ST-2534,ST-15,1,5,810
20220731,235,ST-388,ST-495,1,19,3038
20220731,235,ST-1337,ST-1337,1,0,0
20220731,235,ST-1024,ST-2824,1,12,2525
20220731,235,ST-3014,ST-1120,1,23,5800
20220731,235,ST-985,ST-985,1,0,0
20220731,235,ST-1197,ST-1194,1,27,4830
20220731,235,ST-1142,ST-2895,1,10,1921
20220731,235,ST-1897,ST-782,1,7,1332
20220731,235,ST-2835,ST-2087,1,8,1200
20220731,235,ST-1944,ST-2999,1,38,8374
20220731,235,ST-1390,ST-1104,1,16,724
20220731,235,ST-273,ST-175,1,16,2231
20220731,235,ST-1259,ST-884,1,15,2231
20220731,235,ST-354,ST-2200,1,6,1182
20220731,235,ST-2738,ST-2876,1,33,3600
20220731,235,ST-2407,ST-387,1,5,2360
20220731,235,ST-2005,ST-2005,1,4,23
20220731,235,ST-2364,ST-1152,1,5,900
20220731,235,ST-1008,ST-1539,1,29,4970
20220731,235,ST-665,ST-1652,1,42,2869
20220731,235,ST-1482,ST-1482,1,0,0
20220731,235,ST-600,ST-1280,1,4,830
20220731,235,ST-2379,ST-719,1,13,2260
20220731,235,ST-359,ST-1298,1,17,3115
20220731,235,ST-1859,ST-933,1,6,937
20220731,235,ST-2814,ST-1326,1,23,2921
20220731,235,ST-308,ST-997,1,16,1660
20220731,235,ST-1406,ST-810,1,6,720
20220731,235,ST-1539,ST-2806,1,8,1262
20220731,235,ST-1730,ST-1717,1,16,2832
20220731,235,ST-650,ST-1390,2,12,1516
20220731,235,ST-435,ST-1328,1,16,2030
20220731,235,ST-417,CENTER,1,60,0
20220731,235,ST-985,ST-1449,1,39,5590
20220731,235,ST-73,ST-205,2,32,4500
20220731,235,ST-1663,ST-1663,1,108,5150
20220731,235,ST-615,ST-2700,1,22,4093
20220731,235,ST-1960,ST-1960,1,46,3304
20220731,235,ST-788,ST-777,1,8,1546
20220731,235,ST-248,ST-1895,1,28,4508
20220731,235,ST-1517,ST-2052,1,8,1230
20220731,235,ST-2015,ST-2879,1,15,2740
20220731,235,ST-1916,ST-2656,1,12,2100
20220731,235,ST-2637,ST-873,1,24,4850
20220731,235,ST-702,ST-1757,1,15,2540
20220731,235,ST-1781,ST-241,4,103,15077
20220731,235,ST-1337,ST-1337,1,0,0
20220731,235,ST-1097,ST-2906,1,11,2620
20220731,235,ST-2904,ST-262,1,17,2090
20220731,235,ST-422,ST-1539,1,3,320
20220731,235,ST-563,ST-1637,1,7,1351
20220731,235,ST-574,ST-2231,1,11,2025
20220731,235,ST-1103,ST-2134,1,54,5280
20220731,235,ST-1425,ST-2698,1,40,4720
20220731,235,ST-335,ST-2450,1,11,1738
20220731,235,ST-2531,ST-2213,1,40,4190
20220731,235,ST-2213,ST-231,1,42,11080
20220731,235,ST-12,ST-222,1,15,2590
20220731,235,ST-1449,ST-264,1,5,1077
20220731,235,ST-728,ST-286,1,7,1500
20220731,235,ST-1417,ST-737,1,22,3220
20220731,235,ST-985,ST-985,1,0,0
20220731,235,ST-313,ST-321,1,19,2630
20220731,235,ST-241,ST-2308,1,27,4510
20220731,235,ST-2036,ST-2031,1,8,1184
20220731,235,ST-1298,ST-2846,1,17,3633
20220731,235,ST-2168,ST-1675,1,14,2069
20220731,235,ST-2208,ST-223,1,3,500
20220731,235,ST-349,ST-463,1,5,690
20220731,235,ST-2722,ST-1279,1,10,2700
20220731,235,ST-2502,ST-1660,1,58,9090
20220731,235,ST-2172,ST-1626,1,157,18849
20220731,235,ST-1222,ST-1275,1,7,620
20220731,235,ST-2125,ST-1469,1,14,1771
20220731,235,ST-2268,ST-1298,1,6,793
20220731,235,ST-1900,ST-889,1,26,3960
20220731,235,ST-728,ST-2800,1,7,1215
20220731,235,ST-463,ST-2775,1,13,1960
20220731,235,ST-1136,ST-2709,1,15,2065
20220731,235,ST-94,ST-96,1,5,410
20220731,235,ST-26,ST-205,1,9,1914
20220731,235,ST-454,ST-1479,1,11,2107
20220731,235,ST-2024,ST-2483,1,25,1310
20220731,235,ST-1286,ST-1475,1,6,1449
20220731,235,ST-1633,ST-1609,1,33,4550
20220731,235,ST-2268,ST-2268,1,24,1511
20220731,235,ST-177,ST-175,1,50,4639
20220731,235,ST-1438,ST-2787,1,36,3901
20220731,235,ST-776,ST-784,2,73,13939
20220731,235,ST-905,ST-838,1,12,1708
20220731,235,ST-972,ST-1911,1,61,12003
20220731,235,ST-1482,ST-2783,1,10,1565
20220731,235,ST-535,ST-2481,1,13,2256
20220731,240,ST-67,ST-2815,2,103,7772
20220731,240,ST-3052,ST-2455,1,27,5247
20220731,240,ST-1545,ST-1441,1,37,7890
20220731,240,ST-2050,ST-2993,1,23,1070
20220731,240,ST-544,ST-2621,1,6,954
20220731,240,ST-2905,ST-1867,1,120,22589
20220731,240,ST-418,ST-413,1,6,650
20220731,240,ST-2046,ST-2032,1,1,180
20220731,240,ST-2583,ST-838,1,6,814
20220731,240,ST-1995,ST-2017,1,50,3431
20220731,240,ST-1064,ST-2486,1,44,1770
20220731,240,ST-1357,ST-1275,1,14,3170
20220731,240,ST-2557,ST-308,1,13,2054
20220731,240,ST-1268,ST-688,1,106,2490
20220731,240,ST-820,ST-820,1,42,6527
20220731,240,ST-2842,ST-2382,1,4,890
20220731,240,ST-2993,ST-2558,1,15,1890
20220731,240,ST-2112,ST-1641,2,42,5267
20220731,240,ST-1439,ST-338,1,12,830
20220731,240,ST-650,ST-1390,2,12,1516
20220731,240,ST-547,ST-1705,1,49,10430
20220731,240,ST-1390,ST-658,1,12,3050
20220731,240,ST-1264,CENTER,1,10,0
20220731,240,ST-99,ST-446,2,48,4597
20220731,240,ST-702,ST-1546,2,20,3400
20220731,240,ST-2912,ST-2641,1,8,1370
20220731,240,ST-884,ST-1537,1,26,4964
20220731,240,ST-3040,ST-673,1,21,2361
20220731,240,ST-1052,ST-1850,1,8,976
20220731,240,ST-35,ST-479,1,16,1000
20220731,240,ST-2673,ST-1191,2,113,9623
20220731,240,ST-2146,ST-11,1,18,840
20220731,240,ST-73,ST-1505,2,96,13465
20220731,240,ST-1191,ST-152,1,70,7463
20220731,240,ST-1005,ST-1504,1,9,720
20220731,240,ST-2032,ST-831,1,13,1823
20220731,240,ST-1210,ST-1212,1,2,590
20220731,240,ST-72,ST-1067,1,49,10186
20220731,240,ST-479,ST-2264,1,3,585
20220731,240,ST-1479,ST-1331,1,5,785
20220731,240,ST-2753,ST-678,1,10,1525
20220731,240,ST-262,ST-1298,1,8,1240
20220731,240,ST-1298,ST-2509,1,13,2390
20220731,240,ST-2603,ST-2572,1,14,2927
20220731,240,ST-2749,ST-2750,1,4,560
20220731,240,ST-368,ST-259,1,38,4214
20220731,240,ST-269,ST-237,1,19,2980
20220731,240,ST-1298,ST-262,1,8,1322
20220731,240,ST-350,ST-33,1,10,1086
20220731,240,ST-73,ST-2173,2,71,11850
20220731,240,ST-2980,ST-2975,1,16,2870
20220731,240,ST-2796,ST-2878,1,18,2666
20220731,240,ST-109,ST-109,1,0,0
20220731,240,ST-2283,ST-857,1,9,1174
20220731,240,ST-198,ST-1197,1,9,1640
20220731,240,ST-1200,ST-524,1,136,32261
20220731,240,ST-1590,ST-2576,1,21,5580
20220731,240,ST-151,ST-156,1,21,3130
20220731,240,ST-2815,ST-285,2,13,2036
20220731,240,ST-73,ST-2487,2,109,17914
20220731,240,ST-2492,ST-73,1,65,13610
20220731,240,ST-1895,ST-779,1,47,12150
20220731,240,ST-1621,ST-1865,1,18,3110
20220731,240,ST-589,ST-2922,1,9,1510
20220731,240,ST-1781,ST-254,1,84,15792
20220731,240,ST-436,ST-32,1,34,4792
20220731,240,ST-1040,ST-1070,1,52,8600
20220731,240,ST-787,ST-787,2,54,8977
20220731,240,ST-2310,ST-99,2,25,3073
20220731,240,ST-401,ST-395,1,10,2507
20220731,240,ST-1005,ST-1323,1,24,4620
20220731,240,ST-175,ST-1812,1,5,630
20220731,240,ST-97,ST-1263,1,5,2150
20220731,240,ST-702,ST-704,1,9,1414
20220731,240,ST-1426,ST-1287,1,12,2205
20220731,240,ST-2726,ST-2726,1,17,139
20220731,240,ST-272,ST-1198,1,7,1064
20220731,240,ST-2753,ST-1526,1,4,722
20220731,240,ST-602,ST-1346,1,14,1394
20220731,240,ST-2172,ST-1328,1,11,1223
20220731,240,ST-177,ST-1455,1,7,1010
20220731,240,ST-2371,ST-1548,1,3,520
20220731,240,ST-2557,ST-3084,1,5,817
20220731,240,ST-2905,ST-342,2,33,8415
20220731,240,ST-1227,ST-1540,1,19,3880
20220731,240,ST-2379,ST-291,1,26,4465
20220731,240,ST-109,ST-244,1,24,2750
20220731,240,ST-2639,ST-628,1,65,8300
20220731,240,ST-2282,ST-1346,1,10,1800
20220731,240,ST-1546,ST-702,1,9,1590
20220731,240,ST-2840,ST-2738,1,10,1289
20220731,240,ST-73,ST-296,1,8,980
20220731,240,ST-2534,ST-15,1,5,810
20220731,240,ST-2208,ST-223,1,3,500
20220731,240,ST-377,ST-1857,1,28,4157
20220731,240,ST-605,ST-2286,1,28,4928
20220731,240,ST-2430,ST-183,1,16,2240
20220731,240,ST-1202,ST-1347,1,77,8870
20220731,240,ST-1603,ST-1378,1,7,1470
20220731,240,ST-714,ST-705,1,62,3466
20220731,240,ST-2047,ST-2555,1,7,1992
20220731,240,ST-303,ST-1238,1,17,3171
20220731,240,ST-524,ST-1011,1,29,1241
20220731,240,ST-2690,ST-72,1,66,14326
20220731,240,ST-153,ST-156,1,9,1170
20220731,240,ST-2231,ST-572,1,10,1567
20220731,240,ST-145,ST-171,1,13,1930
20220731,240,ST-1298,ST-1095,1,89,2220
20220731,240,ST-313,ST-319,1,12,1400
20220731,240,ST-1731,ST-534,1,9,1510
20220731,240,ST-2318,ST-262,2,47,6880
20220731,240,ST-2668,ST-821,1,9,1050
20220731,240,ST-1174,ST-2310,1,25,3510
20220731,240,ST-1467,ST-1461,1,2,460
20220731,240,ST-238,ST-2188,1,28,3370
20220731,240,ST-543,ST-2936,1,23,3596
20220731,240,ST-2137,ST-2237,1,11,3371
20220731,240,ST-1584,ST-1378,1,35,3670
20220731,240,ST-892,ST-892,1,33,3928
20220731,240,ST-1222,ST-2823,1,16,2372
20220731,240,ST-1787,ST-272,1,10,1362
20220731,240,ST-316,ST-1500,1,8,1687
20220731,240,ST-64,ST-64,3,126,4220
20220731,240,ST-3079,ST-1247,1,27,3583
20220731,240,ST-4,ST-295,1,23,3372
20220731,240,ST-536,ST-537,1,8,983
20220731,240,ST-1656,ST-2796,1,22,3710
20220731,240,ST-342,ST-2905,1,8,1034
20220731,240,ST-2077,ST-1425,1,10,4130
20220731,240,ST-948,ST-1103,1,11,1420
20220731,240,ST-1046,ST-541,1,6,1297
20220731,240,ST-1554,ST-2415,1,5,669
20220731,240,ST-1270,ST-1221,2,64,9590
20220731,240,ST-279,ST-46,1,35,7860
20220731,240,ST-372,ST-244,1,12,1282
20220731,240,ST-1818,ST-2225,1,30,2830
20220731,240,ST-2005,ST-1996,4,28,5336
20220731,240,ST-1851,ST-1859,1,5,615
20220731,240,ST-460,ST-2152,1,29,5090
20220731,240,ST-750,ST-983,1,73,12049
20220731,240,ST-839,ST-738,1,26,6150
20220731,240,ST-2368,ST-712,1,9,1933
20220731,240,ST-3094,ST-1512,1,8,830
20220731,240,ST-279,ST-3040,1,27,5007
20220731,240,ST-1383,ST-1211,1,15,2454
20220731,240,ST-391,ST-1449,1,10,941
20220731,240,ST-1808,ST-3075,1,24,1880
20220731,240,ST-368,ST-371,1,3,559
20220731,240,ST-1672,ST-2699,1,3,940
20220731,240,ST-447,ST-2340,2,29,1493
20220731,240,ST-602,ST-2075,1,7,900
20220731,240,ST-766,ST-821,1,3,920
20220731,240,ST-402,ST-261,1,17,2257
20220731,240,ST-566,ST-2293,1,7,1240
20220731,240,ST-67,ST-1909,1,56,8598
20220731,240,ST-421,ST-1320,1,14,1990
20220731,240,ST-366,ST-340,1,69,15437
20220731,240,ST-548,ST-548,1,18,1946
20220731,240,ST-1259,ST-702,1,27,3930
20220731,240,ST-2570,ST-1922,1,28,4806
20220731,240,ST-691,ST-1648,1,39,10705
20220731,240,ST-1730,ST-1730,2,0,0
20220731,240,ST-923,ST-753,1,8,900
20220731,240,ST-2077,ST-1475,2,20,3540
20220731,240,ST-1817,ST-400,1,40,5210
20220731,240,ST-1730,ST-1730,3,65,10990
20220731,240,ST-2933,ST-1636,1,16,3252
20220731,240,ST-2625,ST-404,1,42,7728
20220731,240,ST-1003,ST-1010,1,6,810
20220731,240,ST-1660,ST-1663,1,11,1409
20220731,240,ST-788,ST-1554,1,11,1179
20220731,240,ST-163,ST-366,1,25,2804
20220731,240,ST-2669,ST-714,1,39,5429
20220731,240,ST-1086,ST-2796,1,110,24010
20220731,240,ST-24,ST-53,1,41,5451
20220731,240,ST-73,ST-425,2,27,3714
20220731,240,ST-2993,ST-2056,1,16,2380
20220731,240,ST-10,ST-210,1,8,1610
20220731,240,ST-1971,ST-520,1,51,8530
20220731,240,ST-1239,ST-1732,1,11,1450
20220731,240,ST-3056,ST-2902,1,49,8331
20220731,240,ST-1251,ST-2031,1,10,2143
20220731,240,ST-2884,ST-2486,1,45,1750
20220731,240,ST-508,ST-1515,1,3,583
20220731,240,ST-2031,ST-2613,1,9,1764
20220731,240,ST-512,ST-2611,1,15,705
20220731,240,ST-1872,ST-838,1,5,765
20220731,240,ST-2174,ST-207,1,25,3260
20220731,240,ST-1626,ST-1369,1,3,550
20220731,240,ST-1251,ST-508,1,18,3008
20220731,240,ST-2821,ST-3102,1,10,1340
20220731,240,ST-18,ST-76,1,53,5917
20220731,240,ST-962,ST-2657,1,14,3150
20220731,240,ST-10,ST-211,1,7,1540
20220731,240,ST-857,ST-1118,1,39,4595
20220731,240,ST-856,ST-561,1,6,1266
20220731,240,ST-2341,ST-792,1,22,3152
20220731,240,ST-15,ST-16,1,1,280
20220731,240,ST-524,ST-2480,1,6,770
20220731,240,ST-2756,ST-1794,1,38,5090
20220731,240,ST-67,ST-64,2,240,9525
20220731,240,ST-2571,ST-2583,1,13,2700
20220731,240,ST-459,ST-455,1,6,870
20220731,240,ST-2310,ST-1194,1,8,1304
20220731,240,ST-1420,ST-1620,1,18,2433
20220731,240,ST-2854,ST-1844,1,15,2380
20220731,240,ST-2833,ST-839,1,13,1370
20220731,240,ST-1104,ST-643,2,20,1458
20220731,240,ST-1469,ST-2727,1,4,820
20220731,240,ST-445,ST-99,1,61,5951
20220731,240,ST-986,ST-377,1,9,1851
20220731,240,ST-262,ST-262,1,14,480
20220731,240,ST-2407,ST-2542,1,10,1833
20220731,240,ST-1421,ST-503,1,22,4220
20220731,240,ST-377,ST-2308,1,16,1946
20220731,240,ST-2047,ST-2554,1,12,2167
20220731,240,ST-563,ST-1817,1,19,3350
20220731,240,ST-2740,ST-1046,1,5,730
20220731,240,ST-702,ST-2375,1,11,1825
20220731,240,ST-2654,ST-724,1,25,2330
20220731,240,ST-1874,ST-1720,1,51,10070
20220731,240,ST-64,ST-952,3,155,21340
20220731,240,ST-688,ST-300,1,100,2440
20220731,240,ST-73,ST-2818,2,19,4472
20220731,240,ST-1105,ST-648,1,9,837
20220731,240,ST-2498,ST-1300,1,27,3370
20220731,240,ST-1466,ST-2120,1,9,1686
20220731,240,ST-1491,ST-1397,1,28,6260
20220731,240,ST-910,ST-1111,1,29,3693
20220731,240,ST-522,ST-1251,1,9,1060
20220731,240,ST-2206,ST-2207,1,3,782
20220731,240,ST-73,ST-712,1,52,8598
20220731,240,ST-269,ST-2633,1,43,6480
20220731,240,ST-82,ST-211,1,7,640
20220731,240,ST-524,ST-2992,1,3,715
20220731,240,ST-2835,ST-1286,2,21,2996
20220731,240,ST-250,ST-394,1,73,2010
20220731,240,ST-150,ST-1807,1,91,8569
20220731,240,ST-2896,ST-2292,1,57,1543
20220731,240,ST-2827,ST-2350,1,86,14210
20220731,240,ST-395,ST-2342,2,31,5414
20220731,240,ST-2056,ST-2770,1,46,4906
20220731,240,ST-534,ST-1007,1,17,3110
20220731,240,ST-1083,ST-492,1,9,1080
20220731,240,ST-1251,ST-829,1,18,2920
20220731,240,ST-936,ST-1537,1,8,912
20220731,240,ST-202,ST-214,1,9,1150
20220731,240,ST-481,ST-2264,1,14,1629
20220731,240,ST-385,ST-1194,1,13,1943
20220731,240,ST-2017,ST-2958,1,5,1122
20220731,240,ST-551,ST-933,2,8,1850
20220731,240,ST-2789,ST-2411,1,11,2012
20220731,240,ST-1213,ST-1213,1,34,7120
20220731,240,ST-2308,ST-377,1,30,2891
20220731,240,ST-923,ST-2371,1,31,4499
20220731,240,ST-388,ST-1343,2,457,39183
20220731,240,ST-2501,ST-276,1,8,634
20220731,240,ST-291,ST-1548,1,32,5720
20220731,240,ST-262,ST-395,1,4,742
20220731,240,ST-904,ST-2918,1,27,4570
20220731,240,ST-2321,ST-482,1,12,2010
20220731,240,ST-2992,ST-2015,1,11,2412
20220731,240,ST-1420,ST-494,1,4,829
20220731,240,ST-295,ST-426,2,57,5966
20220731,240,ST-73,ST-426,2,40,7000
20220731,240,ST-2596,ST-2975,1,147,24900
20220731,240,ST-1976,ST-279,1,17,3214
20220731,240,ST-64,ST-307,1,23,1881
20220731,240,ST-1005,ST-920,1,15,6143
20220731,240,ST-105,ST-259,1,35,4690
20220731,240,ST-481,ST-2250,1,14,1290
20220731,240,ST-483,ST-99,1,36,3252
20220731,240,ST-395,ST-2270,1,15,2297
20220731,240,ST-1868,ST-539,1,16,2756
20220731,240,ST-67,ST-687,1,48,4240
20220731,240,ST-419,ST-2960,1,19,3716
20220731,240,ST-360,ST-2329,1,6,930
20220731,240,ST-437,ST-2786,1,17,1397
20220731,240,ST-1780,ST-1610,1,55,940
20220731,240,ST-109,ST-109,1,0,0
20220731,240,ST-73,ST-2815,2,48,7272
20220731,240,ST-596,ST-2633,1,6,740
20220731,240,ST-17,ST-2622,2,43,6011
20220731,240,ST-2764,ST-2015,1,13,510
20220731,240,ST-409,ST-274,1,8,1509
20220731,240,ST-1452,ST-1098,1,10,1276
20220731,240,ST-2310,ST-2318,1,3,441
20220731,240,ST-97,ST-1194,1,6,864
20220731,240,ST-2479,ST-279,1,32,4569
20220731,240,ST-359,ST-408,1,5,1032
20220731,240,ST-1584,ST-3077,1,26,3864
20220731,240,ST-504,ST-1054,1,2,0
20220731,240,ST-2292,ST-2289,1,8,711
20220731,240,ST-366,ST-1171,1,56,7630
20220731,240,ST-1546,ST-951,1,34,3950
20220731,240,ST-2842,ST-2948,1,19,2640
20220731,240,ST-1610,ST-1608,1,38,1740
20220731,240,ST-1657,ST-1657,1,21,2383
20220731,240,ST-869,ST-1284,1,20,6530
20220731,240,ST-2654,ST-207,1,59,8000
20220731,240,ST-172,ST-2427,1,9,1450
20220731,240,ST-2742,ST-840,1,33,4794
20220731,240,ST-1201,ST-3046,1,13,2530
20220731,240,ST-354,ST-2200,1,6,1182
20220731,240,ST-2268,ST-1298,1,16,1290
20220731,240,ST-3089,ST-1000,2,79,8816
20220731,240,ST-2753,ST-1243,1,10,1740
20220731,240,ST-2976,ST-213,2,260,31356
20220731,240,ST-555,ST-2257,1,35,1852
20220731,240,ST-1783,ST-198,1,8,1686
20220731,240,ST-1909,ST-1555,1,12,1375
20220731,240,ST-1460,ST-1628,1,13,2402
20220731,240,ST-2815,ST-1653,2,26,2601
20220731,240,ST-668,ST-2435,1,44,10940
20220731,240,ST-175,ST-175,1,60,1432
20220731,245,ST-426,ST-64,2,136,7053
20220731,245,ST-1510,ST-2552,1,7,1400
20220731,245,ST-2826,ST-286,1,4,910
20220731,245,ST-700,ST-2200,1,70,10360
20220731,245,ST-150,ST-1455,1,33,3811
20220731,245,ST-1118,ST-1286,1,4,496
20220731,245,ST-823,ST-1656,1,28,5545
20220731,245,ST-126,ST-1636,1,37,7163
20220731,245,ST-712,ST-2368,1,13,2710
20220731,245,ST-1248,ST-903,1,25,3650
20220731,245,ST-2806,ST-2484,1,90,15926
20220731,245,ST-2892,ST-670,1,10,1255
20220731,245,ST-905,ST-838,1,12,1708
20220731,245,ST-1574,ST-794,1,45,5410
20220731,245,ST-2225,ST-234,1,14,3410
20220731,245,ST-2087,ST-736,1,8,1410
20220731,245,ST-307,ST-73,1,11,1926
20220731,245,ST-2331,ST-1194,1,4,320
20220731,245,ST-2292,ST-2289,1,8,711
20220731,245,ST-1615,ST-2449,1,8,2404
20220731,245,ST-1939,ST-628,1,2,445
20220731,245,ST-1539,ST-1539,1,59,13370
20220731,245,ST-479,ST-2264,1,3,585
20220731,245,ST-2168,ST-1675,1,14,2069
20220731,245,ST-1186,ST-823,1,12,2602
20220731,245,ST-295,ST-413,1,7,1163
20220731,245,ST-2028,ST-535,1,5,1212
20220731,245,ST-261,ST-198,1,17,2951
20220731,245,ST-2314,ST-1690,1,31,2450
20220731,245,ST-1660,ST-1193,1,9,1350
20220731,245,ST-1325,ST-2173,1,5,900
20220731,245,ST-2621,ST-1585,1,18,3270
20220731,245,ST-1337,ST-1259,1,10,1670
20220731,245,ST-788,ST-777,1,8,1546
20220731,245,ST-145,ST-2229,1,59,6860
20220731,245,ST-2594,ST-1194,1,52,3050
20220731,245,ST-1268,ST-1337,1,16,2430
20220731,245,ST-2822,ST-2812,1,27,2989
20220731,245,ST-73,ST-306,2,46,4960
20220731,245,ST-1768,ST-1782,1,30,10330
20220731,245,ST-1771,ST-1543,1,52,10334
20220731,245,ST-1065,ST-1065,1,52,532
20220731,245,ST-1555,ST-1554,1,26,2160
20220731,245,ST-2371,ST-1548,1,3,520
20220731,245,ST-175,ST-1812,1,5,630
20220731,245,ST-1390,ST-862,1,7,1052
20220731,245,ST-1065,ST-1065,1,53,736
20220731,245,ST-869,ST-869,1,0,0
20220731,245,ST-2168,ST-2905,1,14,2760
20220731,245,ST-1517,ST-2052,1,8,1230
20220731,245,ST-67,ST-2818,2,54,6253
20220731,245,ST-2820,ST-2815,1,13,2601
20220731,245,ST-97,ST-1263,1,5,2150
20220731,245,ST-1379,ST-983,1,23,2571
20220731,245,ST-2016,ST-2771,2,28,6444
20220731,245,ST-535,ST-2481,1,13,2256
20220731,245,ST-787,ST-787,1,1,20
20220731,245,ST-1932,ST-634,1,21,3399
20220731,245,ST-919,ST-280,1,28,4250
20220731,245,ST-1321,ST-2902,2,18,1679
20220731,245,ST-869,ST-869,1,0,0
20220731,245,ST-524,ST-1008,1,20,3465
20220731,245,ST-665,ST-1965,1,9,1345
20220731,245,ST-385,ST-1378,1,3,1260
20220731,245,ST-1554,ST-2415,1,5,669
20220731,245,ST-662,ST-662,1,14,601
20220731,245,ST-1046,ST-541,1,6,1297
20220731,245,ST-18,ST-81,1,23,5310
20220731,245,ST-2263,ST-1751,1,34,8099
20220731,245,ST-1983,ST-2826,1,7,1090
20220731,245,ST-426,ST-426,1,2,0
20220731,245,ST-914,ST-1121,1,11,890
20220731,245,ST-1083,ST-1378,1,21,3820
20220731,245,ST-504,ST-1054,1,2,0
20220731,245,ST-1872,ST-838,1,5,765
20220731,245,ST-73,ST-884,1,92,2620
20220731,245,ST-1714,ST-2045,1,7,1301
20220731,245,ST-1461,ST-867,1,24,4860
20220731,245,ST-1041,ST-1687,1,5,1034
20220731,245,ST-1285,ST-1286,1,4,390
20220731,245,ST-787,ST-949,1,24,4234
20220731,245,ST-1667,ST-2361,1,77,8230
20220731,245,ST-1996,ST-1521,1,41,6722
20220731,245,ST-1210,ST-1212,1,2,590
20220731,245,ST-2290,ST-2265,1,15,1870
20220731,245,ST-2459,ST-603,1,100,7540
20220731,245,ST-611,ST-1287,1,25,1640
20220731,245,ST-1121,ST-1287,1,32,1920
20220731,245,ST-73,ST-3082,1,30,5720
20220731,245,ST-2924,ST-437,1,18,2890
20220731,245,ST-2998,ST-619,1,50,8080
20220731,245,ST-2905,ST-210,1,12,2394
20220731,245,ST-1298,ST-262,1,8,1322
20220731,245,ST-504,ST-2736,1,16,2800
20220731,245,ST-2876,ST-1865,1,7,1225
20220731,245,ST-766,ST-821,1,3,920
20220731,245,ST-551,ST-933,2,8,1850
20220731,245,ST-388,ST-493,1,16,2128
20220731,245,ST-442,ST-1639,1,98,22747
20220731,245,ST-2726,ST-2701,1,44,2711
20220731,245,ST-2318,ST-2309,1,15,2900
20220731,245,ST-1459,ST-1211,1,3,364
20220731,245,ST-1939,ST-628,1,2,445
20220731,245,ST-426,ST-426,1,2,0
20220731,245,ST-1780,ST-1610,1,56,960
20220731,245,ST-2271,ST-2272,1,1,180
20220731,245,ST-2331,ST-2308,1,31,2733
20220731,245,ST-2310,ST-2318,1,3,441
20220731,245,ST-295,ST-2013,1,42,6510
20220731,245,ST-2753,ST-875,1,10,1516
20220731,245,ST-655,ST-644,1,21,3798
20220731,245,ST-3058,ST-2242,1,10,1790
20220731,245,ST-2232,ST-913,1,9,960
20220731,245,ST-3075,ST-3051,1,9,1380
20220731,245,ST-2742,ST-2738,1,1,10
20220731,245,ST-204,ST-664,1,34,6219
20220731,245,ST-204,ST-40,1,17,3024
20220731,245,ST-1469,ST-1633,1,34,4560
20220731,245,ST-125,ST-230,1,9,1268
20220731,245,ST-522,ST-835,1,4,364
20220731,245,ST-913,ST-1346,1,19,3010
20220731,245,ST-359,ST-408,1,5,1032
20220731,245,ST-2738,ST-494,1,5,661
20220731,245,ST-875,ST-1959,1,32,403
20220731,245,ST-342,ST-2905,1,8,1034
20220731,245,ST-959,ST-1577,1,6,1308
20220731,245,ST-1469,ST-1469,1,61,9393
20220731,245,ST-624,ST-936,1,11,1650
20220731,245,ST-1191,ST-152,1,70,7371
20220731,245,ST-702,ST-704,1,9,1414
20220731,245,ST-2749,ST-2750,1,4,560
20220731,245,ST-279,ST-2816,1,30,5057
20220731,245,ST-1482,ST-2783,1,10,1565
20220731,245,ST-97,ST-1194,1,6,864
20220731,245,ST-1730,ST-1876,1,13,1650
20220731,245,ST-262,ST-395,1,4,742
20220731,245,ST-1266,ST-2301,1,36,2740
20220731,245,ST-1994,ST-2844,1,49,5520
20220731,245,ST-2308,ST-2407,1,34,2506
20220731,245,ST-69,ST-728,1,18,3240
20220731,245,ST-1479,ST-1331,1,5,785
20220731,245,ST-691,ST-2361,1,68,7536
20220731,245,ST-2742,ST-2738,1,1,10
20220731,245,ST-2528,ST-2528,1,79,11064
20220731,245,ST-2843,ST-603,1,32,6921
20220731,245,ST-1476,ST-1464,1,12,1850
20220731,245,ST-2641,ST-635,1,6,850
20220731,245,ST-473,ST-25,2,33,5622
20220731,245,ST-1610,ST-1608,1,37,2000
20220731,245,ST-2362,ST-2368,1,6,1371
20220731,245,ST-699,ST-683,1,10,1130
20220731,245,ST-2446,ST-949,1,38,7800
20220731,245,ST-1722,ST-1690,1,17,2907
20220731,245,ST-269,ST-1440,1,22,3130
20220731,245,ST-2327,ST-2466,1,7,1320
20220731,245,ST-685,ST-413,1,31,4922
20220731,245,ST-177,ST-265,1,3,390
20220731,245,ST-410,ST-849,1,17,2609
20220731,245,ST-753,ST-1665,1,106,20302
20220731,245,ST-1985,ST-1323,1,7,1067
20220731,245,ST-1660,ST-497,1,41,6688
20220731,245,ST-822,ST-1888,1,3,883
20220731,245,ST-882,ST-702,2,10,1730
20220731,245,ST-420,ST-1228,1,28,6050
20220731,245,ST-3056,ST-442,1,12,1858
20220731,245,ST-524,ST-2992,1,3,715
20220731,245,ST-227,ST-555,2,32,2699
20220731,245,ST-2188,ST-3056,2,45,2795
20220731,245,ST-2314,ST-2309,1,8,592
